value,source,target,sex,year
1.656544,"Pulmonary aspiration and foreign body in airway","Spinal cord lesion below neck level","male",2000
.3621005,"Pulmonary aspiration and foreign body in airway","Injured nerves","male",2000
.1119086,"Pulmonary aspiration and foreign body in airway","Contusion","male",2000
.6941978,"Pulmonary aspiration and foreign body in airway","Fracture of vertebral column","male",2000
.5092652,"Pulmonary aspiration and foreign body in airway","Fracture of pelvis","male",2000
2.513306,"Foreign body in eyes","Spinal cord lesion below neck level","male",2000
12.646,"Foreign body in eyes","Internal hemorrhage in abdomen or pelvis","male",2000
.143993,"Foreign body in eyes","Fracture of pelvis","male",2000
.1021283,"Foreign body in eyes","Environmental factors (e.g. temperature, pressure, electricity)","male",2000
.2847755,"Foreign body in eyes","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000
.2459563,"Foreign body in eyes","Fracture of skull","male",2000
.2051774,"Foreign body in eyes","Minor traumatic brain injury","male",2000
1.068494,"Foreign body in eyes","Spinal cord lesion at neck level","male",2000
.2198109,"Foreign body in eyes","Fracture of vertebral column","male",2000
.1766456,"Foreign body in eyes","Other injuries of muscle & tendon and other dislocations","male",2000
.09677,"Foreign body in eyes","Crush injury","male",2000
1.896623,"Foreign body in eyes","Open wound","male",2000
.6047974,"Foreign body in eyes","Moderate to severe traumatic brain injury","male",2000
.1111548,"Foreign body in eyes","Multiple significant injuries","male",2000
.3148653,"Foreign body in eyes","Contusion","male",2000
.6017791,"Foreign body in eyes","Poisoning","male",2000
.0178332,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus","male",2000
.1234018,"Foreign body in eyes","Burns with <20% total burned surface area","male",2000
.2568247,"Foreign body in eyes","Fracture of foot bone","male",2000
.0213145,"Foreign body in eyes","Fracture of face bone","male",2000
1.094871,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle","male",2000
.4298321,"Foreign body in eyes","Fracture of femur, other than femoral neck","male",2000
19.36761,"Foreign body in eyes","Complications of medical treatment","male",2000
.044223,"Foreign body in eyes","Fracture of radius or ulna","male",2000
1.127423,"Foreign body in eyes","Injured nerves","male",2000
.0500467,"Foreign body in eyes","Severe chest Injury","male",2000
.0016627,"Foreign body in eyes","Fracture of sternum or rib(s)","male",2000
.0129475,"Foreign body in eyes","Dislocation of hip","male",2000
10.70949,"Foreign body in eyes","Injury to eyes (including foreign body eye)","male",2000
.042792,"Foreign body in eyes","Dislocation of knee","male",2000
.155588,"Foreign body in eyes","Fracture of hand bone","male",2000
2.116003,"Foreign body in eyes","Fracture of neck of femur","male",2000
.0734234,"Foreign body in eyes","Dislocation of shoulder","male",2000
34.20456,"Foreign body in other body part","Fracture of neck of femur","male",2000
.4387434,"Foreign body in other body part","Amputation of finger (excluding thumb)","male",2000
1.679294,"Foreign body in other body part","Fracture of vertebral column","male",2000
19.97988,"Foreign body in other body part","Complications of medical treatment","male",2000
3.162468,"Foreign body in other body part","Fracture of skull","male",2000
.1804364,"Foreign body in other body part","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000
8.54805,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle","male",2000
.2003863,"Foreign body in other body part","Dislocation of shoulder","male",2000
.1962949,"Foreign body in other body part","Fracture of face bone","male",2000
4.970448,"Foreign body in other body part","Fracture of hand bone","male",2000
9.727683,"Foreign body in other body part","Contusion","male",2000
7.339028,"Foreign body in other body part","Multiple significant injuries","male",2000
.0253756,"Foreign body in other body part","Dislocation of hip","male",2000
.6749647,"Foreign body in other body part","Fracture of radius or ulna","male",2000
.0028135,"Foreign body in other body part","Fracture of sternum or rib(s)","male",2000
2.643386,"Foreign body in other body part","Fracture of femur, other than femoral neck","male",2000
.4734318,"Foreign body in other body part","Environmental factors (e.g. temperature, pressure, electricity)","male",2000
1.480229,"Foreign body in other body part","Burns with <20% total burned surface area","male",2000
.0116461,"Foreign body in other body part","Dislocation of knee","male",2000
.5700679,"Foreign body in other body part","Severe chest Injury","male",2000
2.110772,"Foreign body in other body part","Moderate to severe traumatic brain injury","male",2000
94.22038,"Foreign body in other body part","Internal hemorrhage in abdomen or pelvis","male",2000
2.940752,"Foreign body in other body part","Spinal cord lesion below neck level","male",2000
.047927,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus","male",2000
1.565597,"Foreign body in other body part","Spinal cord lesion at neck level","male",2000
.0617757,"Foreign body in other body part","Crush injury","male",2000
3.27847,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations","male",2000
.8795161,"Foreign body in other body part","Fracture of foot bone","male",2000
4.530383,"Foreign body in other body part","Injured nerves","male",2000
86.93317,"Foreign body in other body part","Poisoning","male",2000
155.5377,"Foreign body in other body part","Open wound","male",2000
35.43626,"Foreign body in other body part","Injury to eyes (including foreign body eye)","male",2000
.3868441,"Foreign body in other body part","Fracture of pelvis","male",2000
.055303,"Foreign body in other body part","Non-fatal submersion","male",2000
.5925444,"Foreign body in other body part","Minor traumatic brain injury","male",2000
36.05126,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle","male",2000
.4757148,"Assault by firearm","Fracture of clavicle, scapula, or humerus","male",2000
4.526999,"Assault by firearm","Poisoning","male",2000
6.435758,"Assault by firearm","Complications of medical treatment","male",2000
11.81241,"Assault by firearm","Fracture of femur, other than femoral neck","male",2000
.0044857,"Assault by firearm","Non-fatal submersion","male",2000
.0727678,"Assault by firearm","Dislocation of knee","male",2000
2.48986,"Assault by firearm","Fracture of foot bone","male",2000
34.07745,"Assault by firearm","Open wound","male",2000
.2786677,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)","male",2000
.0097675,"Assault by firearm","Fracture of sternum or rib(s)","male",2000
3.960297,"Assault by firearm","Minor traumatic brain injury","male",2000
.7486372,"Assault by firearm","Other injuries of muscle & tendon and other dislocations","male",2000
3.228257,"Assault by firearm","Fracture of radius or ulna","male",2000
.0959809,"Assault by firearm","Amputation of finger (excluding thumb)","male",2000
.5015556,"Assault by firearm","Injury to eyes (including foreign body eye)","male",2000
1.657877,"Assault by firearm","Severe chest Injury","male",2000
.0482754,"Assault by firearm","Dislocation of hip","male",2000
5.60664,"Assault by firearm","Fracture of pelvis","male",2000
24.92628,"Assault by firearm","Internal hemorrhage in abdomen or pelvis","male",2000
6.112222,"Assault by firearm","Contusion","male",2000
2.883385,"Assault by firearm","Fracture of hand bone","male",2000
.3385561,"Assault by firearm","Crush injury","male",2000
.2705382,"Assault by firearm","Fracture of face bone","male",2000
.200791,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000
10.40396,"Assault by firearm","Spinal cord lesion at neck level","male",2000
32.09535,"Assault by firearm","Spinal cord lesion below neck level","male",2000
.1827304,"Assault by firearm","Dislocation of shoulder","male",2000
.3853984,"Assault by firearm","Burns with <20% total burned surface area","male",2000
13.94264,"Assault by firearm","Fracture of neck of femur","male",2000
24.59592,"Assault by firearm","Fracture of vertebral column","male",2000
7.197466,"Assault by firearm","Fracture of skull","male",2000
4.851122,"Assault by firearm","Moderate to severe traumatic brain injury","male",2000
2.473076,"Assault by firearm","Injured nerves","male",2000
14.23371,"Assault by firearm","Multiple significant injuries","male",2000
8.22167,"Assault by sharp object","Contusion","male",2000
1.688448,"Assault by sharp object","Fracture of pelvis","male",2000
7.512056,"Assault by sharp object","Injured nerves","male",2000
2.134917,"Assault by sharp object","Fracture of radius or ulna","male",2000
6.486037,"Assault by sharp object","Fracture of hand bone","male",2000
4.308543,"Assault by sharp object","Severe chest Injury","male",2000
3.097215,"Assault by sharp object","Minor traumatic brain injury","male",2000
6.600862,"Assault by sharp object","Fracture of vertebral column","male",2000
20.1926,"Assault by sharp object","Spinal cord lesion below neck level","male",2000
2.239145,"Assault by sharp object","Injury to eyes (including foreign body eye)","male",2000
.0765595,"Assault by sharp object","Dislocation of knee","male",2000
55.61295,"Assault by sharp object","Internal hemorrhage in abdomen or pelvis","male",2000
6.979656,"Assault by sharp object","Fracture of neck of femur","male",2000
.2668809,"Assault by sharp object","Dislocation of hip","male",2000
7.450345,"Assault by sharp object","Spinal cord lesion at neck level","male",2000
.4804646,"Assault by sharp object","Fracture of clavicle, scapula, or humerus","male",2000
.0420405,"Assault by sharp object","Non-fatal submersion","male",2000
122.3592,"Assault by sharp object","Open wound","male",2000
2.94696,"Assault by sharp object","Poisoning","male",2000
8.957217,"Assault by sharp object","Moderate to severe traumatic brain injury","male",2000
2.097024,"Assault by sharp object","Dislocation of shoulder","male",2000
.5983463,"Assault by sharp object","Amputation of finger (excluding thumb)","male",2000
1.208272,"Assault by sharp object","Crush injury","male",2000
10.28688,"Assault by sharp object","Fracture of skull","male",2000
.5295809,"Assault by sharp object","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000
.8313002,"Assault by sharp object","Burns with <20% total burned surface area","male",2000
2.012728,"Assault by sharp object","Fracture of foot bone","male",2000
44.82251,"Assault by sharp object","Multiple significant injuries","male",2000
.4272709,"Assault by sharp object","Environmental factors (e.g. temperature, pressure, electricity)","male",2000
.3657551,"Assault by sharp object","Fracture of face bone","male",2000
6.390799,"Assault by sharp object","Other injuries of muscle & tendon and other dislocations","male",2000
5.275946,"Assault by sharp object","Fracture of femur, other than femoral neck","male",2000
14.2052,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle","male",2000
